,작성일,작성자,제목,내용
222,2022-09-07,jungil0526,,전세사기피해방지방안 국토부 . 7 .2022 22.9.1 국토부에서 전세사기 피해 방지 방안 이 발표 되었습니다. 실생활에 반드시 알아야 하니까 꼭 한번 읽어보세요.. 그리고 카페에도 올려놨습니다 인스타는 프로필가셔서 카페 들어가시면 됩니다 . . 10 355 . 경제공부하는보험설계사 백억이아빠의도전은계속된다 백억이아빠
221,2022-09-07,some2lve,,주변에 보증금 못 받는 애들 보니까 진짜 답도 없음... 요즘 사기유형은 부동산도 책임 안지는게 대부분이라 정부에서도 난리났는데 대책세운게 막상 아무 실효성 없다고 욕먹고 있는 상황.. 내집스캔에서 임대인이 보증금 안돌려준적 있는지랑 등기부까지 싹 떼서 분석 리포트 준다니까 한 번 써보셈.. . 프로필 링크에서 확인 가능 전월세 사는 애들이나 계약 앞둔 친구들 태그 전세사기 전세 인테리어 아파트 원룸 유머 직딩 회사원 30대 20대 알바 퇴근후 대박 감동 신혼부부 집구하기 자취방 예비부부 이사 취업 신도시 역세권 알바 용돈 대학생 승무원
73,2022-09-08,chosungjin_ceo,,2022년 9월 8일 목요일 배추도 한통 1만원 뭐 먹고 살아 포장 김치까지 동났다. 무 양파 대파 가격도 줄줄이 고공행진 태풍 힌남노 탓 김장철까지 여파 미칠 듯 뜨개형조성진 의 아들들 과 함께 신문읽기 매일경제 1. 선배도 후배도 없다 0.1초의 승부로 성과급 수십억 차이. 기본급은 일반 은행 수준이지만 성과 따라 한 해 수십억원 벌기도. 2. 혼자 추석 보내는 민지 모둠전에 잡채까지 먹었다 어떻게. 추석 연휴기간 혼추족 겨냥 다양한 전통 한식제품 선봬. 한식당 한국의집과 협업 고급 소갈비 한정식 내놔. 25 이마트24 한상도시락 3. 빌려간 100만원 달라 재촉하자 차에 매달고 300 질주한 20대. 씨는 씨가 길가에 나뒹군 뒤에도 운전을 멈추지 않고 현장을 빠르게 벗어나 이를 목격한 택시 기사의 신고로 경찰에 붙잡혀. 4. 물 40 만 차도 빠져나오기 어렵다 지하주차장 왜 위험한가 보니. 밀폐된 구조에 저지대 위치 출구외 통로는 대부분 막혀 내리막 출구로 물 쏟아지면 피할 틈도 없이 속수무책 재난안전연구원 실험 결과 수심 40 서도 차문 못열어. 지하공간 침수방지법 불명확 위험지역 방재시설 의무화를. 5. 하루 500억 손실인데 복구시점 미정 포항제철소 초유의 올스톱. 포스코 태풍 힌남노 침수피해 용광로 포함 사상 첫 가동 중단. 6. 이러다 제2의 대구 되는 거 아냐 역대급 공급에 폭풍전야 된 이 동네. 인천지역 부동산시장이 흔들려 수도권을 중심으로 기준금리 인상과 집값 고점 우려가 커지는 가운데 대규모 공급이 겹치면서 매매가격과 전세가격 동반 하락으로 이어지는 분위기 이에 역대급 미분양 사태를 맞이한 대구지역과 같은 상황이 재현될 수 있다는 관측. 7. 영국 새 총리의 파격 사상 첫 백인남성 없는 톱4 내각. 트러스 새 총리 파격 인사 흑인 재무 외무장관 첫 임명. 에너지요금 연400만원 맞추려 나랏빚 내 전기 가스비 지원 정부부채 160조원 불어날 듯. 8. 임원 이어 일반직원도 퇴직후 재취업 제한. 국토부 공공기관 혁신방안 투기 조사대상 범위에 배우자와 존 비속까지 확대. 한겨레신문 1. 윤 대통령 부부 평산마을 집회 주도 극우 유튜버 에 추석 선물. 김상진 신자유연대 대표 공개 국민에게 보내는 값진 선물 2. 상품수지마저 10년만에 적자 한국경제 기초 체력 흔들. 7월 상품수지 11억8천만달러 적자 전체 경상수지도 적자 경고등 환율은 13년5개월 만에 최고. 3. 배추도 한통 1만원 뭐 먹고 살아 포장 김치까지 동났다. 6일 기준 배추 한 포기 평균 가격 8400원 지난해 같은 기간에 견줘 70 이상 급등. 무 양파 대파 가격도 줄줄이 고공행진 태풍 힌남노 탓 김장철까지 여파 미칠 듯 4. 푸틴의 겁박 석유 가격 상한제 참여국엔 에너지 아예 끊겠다 석유가 상한제 추진하는 서방에 경고 상한가 적용하면 기존 계약 파기 가스 석유 석탄 난방유 공급 않을 것 중국 등 수요 많아서 판매에 지장 없어 가스 결제에 위안 루블화 사용 합의. 5. 밤을 잡아라 너도나도 야간 마케팅. 전국 지자체 올빼미 관광객 잡기 안간힘 돈이 되니까 문화재 야행 인기 전국 45곳서 야행 경남은 올해 10곳. 여수 밤바다 한강 야시장 광산 컨테이너 전시 등 인기. 6. 6살 장애아들 쓰레기 집 서 굶겨 죽인 엄마 징역 20년 선고. 법원은 아동학대살해 등의 혐의로 재판에 넘겨진 30 씨에게 징역 20년을 선고 200시간의 아동학대 치료 프로그램 이수와 10년간 아동청소년 관련 기관 취업제한 명령도. 7. 종부세 완화법 본회의 통과 11월 하순 고지분부터 적용. 관세법 일부 개정안 등 12개법 통과. 국가교육위 상임위원 추천안도 의결. 8. 전세사기 피해 이제 터지기 시작 내년까지 폭증 크게 오른 전세 새 세입자 못 구하자 깡통전세 속출 매매가격 대비 전셋값 비싼 빌라 오피스텔에서 많아 보증보험이 예방책 보험 없다면 임차권 등기부터. 미분양 물량 전세보증금 챙기고 손턴 전세사기 여러채 갭투자해 보증금 돌려막다 못 돌려주기도 사기 고소해 형사처벌해야 손실 최소화 길 열려. 9월 8일 목 조성진 의 아들램 들과 신문 읽기 끝. 고도의집중과몰입상태 나는날마다모든면에서점점더좋아지고있다 평안하고 복된 한가위 되시길요.
220,2022-09-11,matthew_hoon,,요즘 이사철이라 전세집 많이 알아보는데 전세사기가 기승을 부려 많은 분들이 피해를 보고 있습니다. 그래서 이번에 전세집 계약하기 전 이 집이 안전한지 계산하는 방법에 대해 설명드리도록 하겠습니다. 그럼 카드뉴스 보시고 안전한 집 구하시고 오늘 콘텐츠가 좋았다면 더블클릭 댓글에 친구에게 보여주고 싶다면 공유 관련내용을 참고하고 싶다면 저장 자주 보고 싶다면 도양이 동기부여 카드뉴스 자수성가 부자 경제적자유 자기계발 좋은말 좋은생각 목표달성 인생글 생각 좋은글 글 독서 성장 배움 성공
219,2022-09-13,gangseogu_office,,주간 강서까치뉴스에서 이번 주 소식 확인하세요 깡통전세 전세사기 피해 예방 상담창구 개설 시간제 종일제 아이돌보미활동가 모집 메타버스 타고 떠나는 랜선 유럽여행 응급처치 심폐소생술 무료 교육 예약하세요 매주 발행되는 주간 강서까치뉴스 를 만나보세요 강서구 강서구청 깡통전세 전세사기 피해 예방 상담창구 피해예방상담창구 무료상담 아이돌보미활동가 모집 메타버스 랜선유럽여행 유럽여행 응급처치 심폐소생술 무료교육
216,2022-09-13,police_kor_official,,. 폴 퀴즈 온 더 블럭 제6편 전세금은 소중해 총 30명의 당첨자에게 투썸플레이스 라떼 2잔 모바일 쿠폰 을 선물로 드립니다 경찰청 공식 블로그의 해당 게시물에 비밀댓글로 정답과 핸드폰 번호를 정확히 남겨주세요 여러분의 많은 참여 부탁드립니다 이벤트 참여하러 가기 경찰청 프로필 링크 클릭 . . 2 222873513749 정책퀴즈 퀴즈 폴퀴즈온더블럭 이벤트 경찰 경찰청 전세금 전세사기 전세사기예방법 투썸플레이스 모바일쿠폰
217,2022-09-13,hello_tv_news,,최근 인천의 한 주상복합 건물에서 수십 가구가 통째로 경매에 넘어가는 등 대규모 전세입자 피해 사례가 발생해 걱정을 키우고 있습니다. 전세사기 인천전세 전세
218,2022-09-13,jhh4279,,소선거구제 유지하면서 내각제하자는건 일본식세습의원제를 하자는거다. 즉 집단으로 해먹자는거임. 내각제하려면 노르웨이 핀란드 처럼 인구대비의원수를 다섯배늘려야함. 한국은 국회의원수가 선진국대비 5분의1에 불과함. 의원수가 적을수록 권력이 집중되어 제왕적특권과 불법뇌물수수로 입법이 제대로 안됨. 법은 국회에서 만듦. 전세사기 판검사비리등등 모두 법을 제대로 안만들어서 그런거임.
72,2022-09-14,police_kor_official,,. 경제적 살인 악성 사기를 근절하겠습니다. 전세사기와 같은 악성사기는 한 가족의 인생을 파멸시키는 경제적 살인 입니다. 선량한 시민이 억울한 피해를 당하는 일이 없도록 전담수사팀을 꾸리고 특별단속을 전개하겠습니다. 전세사기 악성사기 전담수사 특별단속 경찰 경찰청 사기대처
215,2022-09-15,hayeon_0529,,친구들 덕분에 10분짜리 짧은 클래스를 촬영했어요 주제는 사회초년생 분들게 너무 필요한 똑똑하게 전월세계약 자취방구하기 인데요 12년차 프로자취러 하니언니 가 전세사기 피하는법 꼼꼼하게 알려드릴게요 클래스원오원 클래스101 하연코치 사회생활은처음입니다만 박하연강사
214,2022-09-16,indiespace_kr,,유튜브에서 독거 노인 고독사를 소재로 한 다큐멘터리를 많이 찾아봤다. 쪽방촌을 관리하는 공무원들 그리고 쪽방촌에서 사는 주민들과도 만나 대화를 나눴다. 더위 추위가 제일 힘들다고 하신 게 기억난다. 전세 사기는 재개발 확정지역의 전셋집을 싸게 내놓고 보증금을 받아 잠적하는 뉴스를 참고했다. 취재해보니 현실이 더 영화 같더라. 중앙일보 판 기생충 그린 홈리스 임승현 감독 홈리스 상영일정 9월 16일 금 13 30 9월 17일 토 11 10 9월 18일 일 14 20 9월 19일 월 19 00 9월 21일 수 15 30 9월 23일 금 11 00 9월 24일 토 16 20 인디토크 9월 26일 월 13 10 9월 28일 수 13 30 인디스페이스 예매는 프로필 링크 스토리 하이라이트를 통해 예매 사이트로 이동하실 수 있습니다. 서로를이해하는가장솔직한방법 우리를만나는영화관 인디스페이스 독립영화
71,2022-09-17,pangsanyang,,주인공들의 사정을 구구절절 표현하지 않고 예측하게 만드는 점은 좋았다. 캐리어 트렁크를 끌고 찜질방으로 향하는 갓난아이가 있는 어린 부부. 보는 내내 애를 왜 그렇게 빨리 가진 거야 란 말이 입 안을 맴 돌았다. 그들이 이렇게 된 가장 큰 원인이 전세 사기인데 과연 그 사기 안 당했다면 그들의 불행은 없었을까 배달업이 현금이 그렇게 도는 건가 금고까지 사무실에 있을 정도로 독거 노인 전세 사기 입양 문제 등 요즘 사회 이슈를 많이 가져 왔지만 잘 꿰었다고 보긴 힘들다. 홈리스 전봉석 박정연 장준휘 송광자 팡팡 영화
213,2022-09-18,sseamsseam,,명의도용 사업자담보 전세사기도. 살인죄에 속한다고해요 조심하세요 아는게무서운법 끝까지 해보세요 가만안있어 아는사람이무서운법 인간정리
212,2022-09-18,jimoon_101,,전세사기 부동산사기 6천만원 7천만원 6000만원 7000만원
210,2022-09-18,jimoon_101,,부동산어플 부동산앱 전세사기 부동산 실거래가 디스코 천만원 1억 10억 100억
70,2022-09-19,leemansoo22,,기고 시민 안전을 책임지는 실력있고 당당한 대구경찰을 응원한다. 공정과 상식 을 최우선 가치로 표명한 정부 정책 방향성에 발맞춰 경찰도 공정사회 구현을 위한 정책을 중점적으로 추진해오고 있다. 윤희근 신임 경찰청장은 실력 있고 당당한 경찰 국민이 신뢰하는 안심 공동체 를 비전으로 선도적 미래치안 든든한 민생안전 공정한 준법질서 진취적 조직문화의 4대 목표를 제시했다. 국민들이 피부로 느낄 수 있는 안전치안을 위해 전세 사기를 비롯한 악성 사기 근절 마약류 범죄를 비롯한 중독성 범죄를 집중 단속 수사 에 나서고 있다. 먼저 지난 7월25일부터 내년 1월24일까지 6개월간을 전세사기 특별단속기간으로 정하고 무자본 갭투자 보증금 미반환 부동산 권리관계 허위고지 등을 집중 단속하고 있다. 지난 8월1일부터 12월31일까지 5개월간을 마약류 유통 및 투약사범 집중단속 기간으로 정해 범죄단체 등 조직적 마약류 밀반입 및 유통행위 클럽 주점 내 마약 투약행위 등을 중점 단속하고 있다. 대구경찰청 국제범죄수사계에서는 다량의 마약류를 국내에 유통한 일당 및 투약자 등 9명을 마약류 관리에 관한 법률 위반 혐의로 검거하고 주범 4명을 구속 8월 하는 한편 필로폰 330 야바 2천200정 현금 3천500만 원을 압수한 바 있다. 아울러 올해 연말까지 전화금융사기를 척결하기 위해 전화금융사기 범죄조직 등 가담자와 대포통장 대포폰 등을 악용한 범죄를 근절해 나갈 계획이다. 대구청 반부패 경제범죄수사계에서는 금융기관 및 수사기관을 사칭해 13회에 걸쳐 현금 2억 8천 만원 상당을 편취한 보이스피싱 범죄조직원 6명을 검거하고 그중 5명을 구속 7 8월 한 바 있다. 실제 대구경찰의 집중단속 검거활동과 함께 예방 홍보에 힘쓴 결과 올해 1월부터 7월까지 발생한 보이스피싱 피해 건수는 지난해 동기간 대비 289건 42.4 피해액은 80억 원 53.2 감소하는 성과를 거두었다. 또한 8월 1일부터 시경찰청 치안종합상황실에 112신고 사건 처리 과정 전반을 관리 감독하는 를 두고 사건 처리 결과를 점검 환류하여 신고사건 처리의 완결성을 도모하고 있다. 그렇다면 대구경찰이 앞으로 더 힘써야 할 부분은 무엇일까 경찰관 개개인의 역량함양을 통한 당당한 법 집행력 확보 그리고 지역사회와의 지속적인 협업 강화가 가장 중요한 요소일 것이다. 특히 수사권 개혁법령 시행 이후 권한에 따른 책임이 늘어난 만큼 수사관들에 대한 법리 및 판례 수사사례 교육 등을 강화해 전문성을 기르고 과학수사 사이버수사 등 첨단 수사기법을 발전시켜 수사역량을 높일 필요가 있다. 또한 지역공동체치안협의체 등 주민의 목소리를 치안 정책에 반영하기 위한 제도들을 내실 있게 운영해나가는 한편 자치경찰제 취지에 부응하는 지역맞춤형 치안 시책들을 적극 발굴해 나가야 할 것이다. 이란 나의 좌우명처럼 대구경찰도 시민의 안전을 위해서라면 그 어떤 것도 포기하지 않으리라 믿는다. 명예경찰의 일원이자 대구를 누구보다 사랑하는 사람으로서 대구 시민들로부터 진정 신뢰와 사랑을 듬뿍 받는 대구경찰이 되길 기대하고 응원한다. 이만수 전 삼성라이온즈 선수 와이번즈 감독 대구경찰청 명예경찰관
209,2022-09-19,kimhackyong,,시민 입법 제안 공모전 결과를 말씀드립니다 지난 8월 1일부터 9월 1일까지 진행된 시민 입법 제안 공모전 에 많은 분들이 참여해주신 결과 총 97건의 입법 제안이 모였습니다. 좋은 의견을 보내주신 모든 분께 진심으로 감사드리며 모든 제안을 보좌진과 함께 꼼꼼히 검토하느라 결과 발표가 늦어진 점 양해바랍니다. 다양한 제안 중 필요성과 실행 가능성이 높은 3건의 법안 4명의 수상자 을 선정하였습니다. 최근 전세 사기가 기승입니다. 특정 주택이 다중 전세 매매 계약이 불가하도록 정보 조회가 가능한 인터넷사이트 개설 및 서류를 제공하고 중개업자에게 안내 의무를 부과하는 내용의 전세 사기 방지법을 수상자로 뽑았습니다. 김00 님 8753 또 어르신에게 제공되는 무임 교통카드는 열차를 이용할 때만 사용할 수 있습니다. 이 때문에 철도가 없는 지역의 어르신들이 혜택의 사각지대에 계셨습니다. 철도가 없는 지역은 무상 버스 이용이 가능하도록 법안 개정을 추진하겠습니다. 어르신 무상 버스 지원법은 두 분이 같은 제안을 주셨습니다. 문00 님 3434 홍00 님 9975 국토교통부에서는 부동산 거래의 투명성과 편의 확보를 위해 부동산거래 전자계약 시스템을 도입했지만 21년 기준 민간 활용률 0.26 수준에 불과합니다. 부동산거래 전자계약 시스템 활성화 법을 마지막 수상 제안으로 선정했습니다. 엄00 님 4239 수상자로 선정되신 분들께는 의원실에서 개별적으로 연락을 드리겠습니다. 법안은 아니지만 생활 불편 해소를 위한 의견들도 있었습니다. 야간이나 우천 시 도로 노면의 차선 등의 표기가 보이지 않아 위험하다는 의견은 국정감사나 상임위를 통하여 문제점을 개선해 나가겠습니다. 버스노선 신설 제안도 있었습니다. 안성 금광면 홍익아파트 금광면사무소까지 버스가 없어서 한번 다녀오면 며칠을 앓아누우신다는 어르신 출퇴근을 위해 안성 평택 간 직행버스가 필요하다는 직장인 서울행 고속 직행버스가 한경대 정문 앞에 정차했으면 좋겠다는 의견을 주신 안성시민의 목소리도 반영될 수 있도록 노력하겠습니다. 다시 한번 시민입법 제안 공모전에 참석해 주신 모든 분께 고개 숙여 감사 인사드립니다. 공모전이 아니더라도 언제든 제안 주시면 경청하겠습니다. 감사합니다. 시민입법제안공모전 국민의힘 국민의원 김학용
207,2022-09-20,woosagi_soo,,우리사회가 당면하고 있는 문제들 어린부부 저임금 전세사기 노년층의 독거 고독사 를 두인물을 중심으로 풀어 나간다. 현실적인것을 더 현실감있게 풀어나가다보니 왠지 모르게 가슴이 아릿하면서도 이것이 또다른 우리의 미래가 될지도 모르니 지독한 현실의 딜레마에서 벗어날수 있는 대책아닌 대책이 필요한 시점. 한아이는 새롭게 태어나 좋은 환경을 필요로하고 한노인은 좋은 환경에 살아도 새로이 꾸려나갈수 있는 가족이 없다는 사실이 너무나 아이러니. 홈리스 영화홈리스 홈리스 리뷰 무비스타그램 무비리뷰어 영화리뷰 영화감상 영화후기 영화일기 다양성영화 일상 아티스트클럽 아트하우스 아트하우스뱃지
206,2022-09-20,sosohan_daisy,,퇴근 후 육아출근 헬멧도 스스로 쓰고 참 기특한 비누방울이 제일 좋을 나이 22개월아기 누가 내 8 9월 수렁 속에 던졌나요 이사갈 집 전세사기 당할 뻔했지만 남편이 척척 해결해주어 오늘 계약금 모두 돌려받았어요. 요즘 안 힘든 사람 어딨죠 부동산 두 곳에서 중개했는데 눈 앞의 이익에 영혼까지 팔고 파렴치한 짓을 하.. 하남맘 집 구하실 때 피해야 할 부동산 알려드립니다 주세요
208,2022-09-20,hessbarista,,소외된 사람들의 이야기 홈리스. 어린 부부인 한결과 고운 그 둘의 아이인 우림. 그리고 가족없이 혼자 살아가던 할머니. 할머니.. 저희 조금만 더 여기에 있으면 안 될까요 딸깍 하고 불이 꺼진다. 캄캄한 주방 안 홀로 남은 한결. 이들에겐 집이란 무엇이었을까 생각해본다. 누군가에겐 별 생각없이 매일을 살아가는 공간이겠지만 어린 부부에겐 하루를 버텨내야 하는 곳이었고 생존 그 자체였을지도 모르겠다. 그럼 독거노인인 할머니에겐 어떤 곳이었을까. 아무도 오지 않는 섬이 아니었을까. 아마 매일 같이 초밥을 시켜먹었던 이유는 그렇게라도 해야 집에 누군가가 와주기 때문이었을지도 모른다. 돈을 더 받게 되면 꼭 돌려주었던 한결이 결국 돈을 훔치게 되는데 그 때 보여지는 갈등에서 그가 안고있는 책임감이라는 무게가 얼마나 크고 무거운지 느낄 수 있었다. 전세 사기와 중간중간에 보여지는 재개발 동네들 집을 향한 고운이의 집착 같은 모습들이 과하기보단 굉장히 사실적으로 보여져서 공감이 됐던 것 같기도 하고 그래서 더 보는내내 대체 집이 뭐길래 라면서 본 것 같다. 할머니의 담당 복지사가 집으로 두 번이나 찾아오지만 이민을 갔다 는 말 한 마디로 그녀의 인생이 정리 되어버리는 것 같아서 조금 씁쓸했다. 열린 결말식의 엔딩이라 그 후에 이들이 안온한 삶을 살지 아니면 다른 길로 갈지 알 수는 없지만 어느 길이든 마음의 짐은 내려놓지 못 할 것이다. 충분히 다른 길로 갈 수 있었던 기회들을 본인들 스스로가 버리고 또 저린 셈이니까. 주변에 분명 도와줄 수 있는 사람들은 있었다. 하지만 아무도 이 가족의 손을 잡지는 않았다. 이게 바로 지금 우리의 현실일지도 모르겠다. 예고편에서 봤던 굉장한 공포스러움은 덜하고 한결의 행동에서 예측하기 쉬운 장면들이 많아 아쉽긴 했지만 소재와 배우분들의 연기는 정말 좋았다. 홈리스 전봉석 박정연 송광자
32,2022-09-22,molit.go.kr,,국토교통 꿀정보 전세사기 피해 방지방안 편 임차인 재산 보호와 주거 안정을 위한 전세사기 피해 방지방안 을 발표했습니다 전세 피해를 예방하기 위해 전세 계약 시 꼭 확인해야 할 사항은 무엇일까요 지난 이벤트 때 전세 피해를 예방하기 위해 꼭 확인해야 할 사항 물음에 댓글 896개 중 등기사항증명서 미납세금 여부 주변 매물 시세 확인 이 높았습니다. 꼼꼼히 체크하여 우리 함께 전세 피해를 예방해요 전세계약 체크리스트의 자세한 내용은 공식 블로그에서 확인해주세요 . 3 전세 계약 전 주택상태 주변 매매가 전세가 확인 계약 체결 시 계약자 본인여부 확인 위임계약시 위임장 인감증명서 전세 계약 후 임대차 신고 계약체결 후 권리변동사항 확인 전세사기 전세피해 전세계약 임차인 임대인 보증금 민생안전 체크리스트 주거안전 국토교통부
69,2022-09-22,hello_tv_news,,세입자가 집주인으로부터 전세금을 돌려받지 못하는 전세사기 피해가 급증하고 있습니다. 집값이 갑자기 하락해 전세금을 반환해주지 못하는 사례도 있지만 의도를 가지고 전세 사기 행각을 벌이는 경우도 빈번합니다. 전세사기 세입자 전세금
205,2022-09-22,greennaraemedia,,씨네21 홈리스 의 박정연 배우 홈리스 의 고운을 떠올리면 무거운 가방에 우림이까지 안아든 채 뙤약볕 아래를 걷는 뒷모습이 연상된다. 그의 지친 발걸음은 전세 사기를 당해 찜질방을 전전하는 고운과 한결 전봉석 부부의 상황을 대변하는 듯하다. 그럼에도 고운은 담담하다. 옆에서 한결이 온몸으로 불안을 표출하고 있는데도 말이다. 글 조현나 기자 사진 최성열 기자 홈리스 절찬상영중
204,2022-09-22,cine_21,,제50회 로테르담국제영화제에 한국 극영화로는 유일하게 초청받은 임승현 감독의 데뷔작 홈리스 박정연 배우 인터뷰가 씨네21 홈페이지에 공개되었습니다 홈리스 는 전세 사기를 당한 후 한 할머니의 집에서 몰래 생활하기로 한 어린 부분의 이야기입니다. 두려움을 바탕에 두고 연기하면 관객이 응원까진 못해도 이들에 대해 한번쯤 다시 생각해줄 것 같았다. 홈리스 박정연
68,2022-09-26,kbsnews,,정부의 전세 사기 합동 특별단속이 속도를 내고 있습니다. 경찰은 지난 두 달 동안 전세 사기 의심 정보 6천여 건에 대해 수사에 착수해 348명을 검거했다고 밝혔습니다. 전세사기 특별단속 국가수사본부 깡통전세 국토교통부 전세사기 이슈 뉴스
203,2022-09-26,kimhackyong,,서울 강서구 화곡동 일대에서 500채가 넘는 빌라를 소유한 세 모녀가 세입자들에게 300억 원가량의 전세보증금을 돌려주지 않아 이 지역 다세대 100여 채가 무더기로 경매로 나오는 어처구니 없는 사건이 있었습니다. 이들이 화곡동 빌라는 집중적으로 사들였을 때 만약 세입자들이 임대인이 바뀐 것을 알았다면 피해 규모가 이정도로 커지지는 않았을 것입니다. 현재는 임대인 변경 사실을 세입자에게 알릴 필요가 없어 임차 기간에 집주인 갑작스럽게 변경된다면 세입자는 새로운 집주인에 대한 정보를 얻지 못한 채 속수무책으로 전세 사기 피해를 볼 수 밖에 없습니다. 이런 전세 사기를 예방하고자 임대인 변경 시 세입자에게 고지할 수 있도록 주택임대차보호법 일부개정안을 마련했습니다. 임차인 보호를 위해 이 법안이 신속하게 국회를 통과할 수 있도록 최선을 다하겠습니다. 주택임대차보호법 국민의힘 국민의원 김학용 안성시 국회의원 김학용
29,2022-09-27,mbn_news,,갈수록 다양해지는 수법 전세사기 유형은 요즘 전세 때문에 곤란 겪는 분들 앞서 전해드린 피해자 사례 말고도 더 많습니다. 경찰도 전담본부를 설치해서 전세 사기를 수사하고 있지만 수법은 갈수록 다양해지고 피해를 본 서민들은 늘고 있는데요. 어떤 유형의 사기가 있는지 예방법은 뭔지 민경영 기자와 이야기 나눠보겠습니다. 기사 전문은 프로필 링크에서 사진출처 연합뉴스 전세 전세사기 월세 매매 부동산 부동산매매 부동산전세 전세사기유형 전세사기대처
30,2022-09-27,ggoomte_life,,바쁜척 일등 꿈테 꿈테의 사랑들입니다. 사진을 올리고싶어 찍어두고도 생각이 많아 바로 올리지 못해 대부분 꿈테 피드 사진들은 시간이 지난 것들이 많은 편이에요 이번 사진도 예전 솔예샘 만나 즐거운 시간 보냈던날 들른 월미도랍니다 언제나 애틋하고 소중한 가족 요즘 역전세 전세사기 이야기 뉴스에서 많이 나오죠 그저 먼나라 이야기인줄만 알았는데 꿈테 막내동생에게 뙇 전세로 독립해 나간지 3주만에 집으로 법원에서 날아온 금지명령서 전세 집주인이 개인회생을 신청 했답니다 가만히 있을 수는 없으니 주변 인맥 총 동원해 찾아다니기 시작했어요 회사의 노블리치 벌률 자문 팀장님들 지인분 부동산 사장님들 같은 공방 남편 법무사님 동서 지인 변호사님 그외 감사한 많은 지인분들을 만나 이야기 나누었지만 당장 해결할 방법은 없었어요 그래도 그간 얻은 정보들이 혹시나 도움되실까 살짝 간략히 만 정리해 올리려 합니다 사실 매우긴 피드가 될 것 같아요 막내가 전세로 나간 오피스텔은 계약당일까지도 등기부등본이 깨끗했고 금지명령서가 날아온 날 이후에도 계속 깨끗한 상태입닌다. 계약당일 집주인과 계약하며 받은 명함은 일반 직장 명함이었는데 당시 이야기 하지 않았지만 금지명령서 받은 이후 집주인과 통화하니 개인적으로 하는 사업이 어렵게 되어 개인 회생 신청을 했다고 합니다. 계약하던날 전입신고와 확정일자를 받은 후 전세보증보험에 가입하려 했으나 가입하려던 당시 역전세 상황이 되어 보증보험에 가입하지 못하고 계약시에는 가능하다고 했습니다 금지명령서 받은 당일 사건 조회를 해보니 막내의 채권 순위는 3위였습니다. 등기부등본과 정황을 보면 이미 집주인은 모든걸 알고 있는 상태에 맘먹고 전세 계약을 진행 한걸로 보이나 아무리 알아봐도 보증금을 받아야하는 시기가 아니라 현재 법적으로 돈을 보장받거나 돌려달라고 할 수 있는 방법은 전혀 없었습니다. 지금 할수 있는건 집주인의 개인회생 신청이 언제 개시되는지 주시하고 승락이 나면 바로 권리 등록을 하는 것 뿐입니다. 권리등록은 신청 할수 있는 기간이 정해져 있습니다 이후 우선권을 확보해서 경매로 넘어가면 바로 소유권 이전을 해야 합니다. 여기까지가 그나마 가장 피해를 줄이는 방법이더라구요 중간에 빠진 이야기들이 많아요 역전세 전세사기를 피하기 위해 확인해야 하는 것들 권리등록을 하는 방법과 시기 경매나오면 유찰 시키지 않고 바로 소유권 이전을 해야 하는 이유 전세사기가 될 확률이 높은 집과 그렇지 않은 집을 고르는 기준 등 자세한 이야기들은 되도록 이번주 내로 블로그에 정리해 올려 놓을 예정이에요 누군가 그러더군요 세상이 나를 휘드르는건 그 순간 나에게 필요한 가르침을 주기 위해서라고 비싼 공부를 했으니 그만큰 값진 경험으로 남겨 성장해야지요 도움주신 모든 분들 다시한번 감사합니다
200,2022-09-27,dongnae_official,,동래고을 제315호가 발간되었습니다 1면 반갑다 동래읍성역사축제 제28회 동래읍성역사축제 초대 말씀 2면 전세사기 꼼짝 마 피해 예방법 안내 구민 대상 정신건강증진 프로그램 지원 3면 제315회 임시회 마무리 현장 의정 활발 권영원 이규만 이자영 구의원 5분 자유발언 4면 특집 제28회 동래읍성역사축제 팡파르 타임머신 타고 1592년 조선 동래로 떠난다 5면 특집 10월 14 16일 문화 공연 행사 체험 일정 행사장 안내도 동래세일대축제 업소 소개 6면 우리 동네 새 소식 사직3동 안락1동 다양한 기관 단체 개인 등 미담사례 7면 암컷 중성화수술 질병예방 도움 되기도 헌혈 동참으로 생명 나눔 실천해요 8면 칼럼 영국 여왕의 장수 비결 동래사직제 봉행 나라 구민 안녕 기원 315호 바로 보러가기 . 3 5 상단 프로필 링크트리 참조 동래구 동래 동래고을 동래구보
201,2022-09-27,kyusogi,,전세사기 조심하세요
202,2022-09-27,dasanbooks,,이렇게 하면 절대 전세 사기 당하지 않는다 대출의 신 레오가 알려주는 전세 사기를 예방하기 위해 반드시 체크해야 하는 3가지 다시는 대출 사기를 당하지 않기 위해 다시는 나 같은 피해자가 없도록 뼈를 깎는 심정으로 대출을 공부했습니다 대출의 신 레오 대출에 대한 모든 궁금증 대출의 마법 레오에게 물어 보세요 대출의마법 부동산
198,2022-09-28,_shinhyunjoon_,,준호는 전세사기 예방 홍보대사로 저는 보이스피싱 예방 홍보대사 위촉 되었습니다 사명감을 갖고 최선을 다하겠습니다 투캅스
199,2022-09-28,boryeongsi,,일상을 지혜롭게 보령시가 알려주는 일상정보 늘어나는 전세 피해 전세 계약 시 유의사항을 보령시와 함께 알아볼까요 보령 보령시 일상정보령 전세피해 전세사기 전세피해예방 전세사기예방 전세계약 전세계약시유의사항 부동산 전세계약주의사항 전세계약전주의사항
