,작성일,작성자,제목,내용
808,2021-10-23,UC4YTEJ2CfV29784sSboTnoA,"2022 대선 후보들과 MZ 세대, 청년 정책을 이야기하다 : 국민의힘 유승민 대선후보",유승민 청년정책 쿠키뉴스 유승민 국민의힘 대선후보가 청년언론인들과 대한민국의 내일을 이야기합니다. 대학언론인네트워크와 대학알리 쿠키뉴스의 2030세대 청년들이 줌으로 질문하고 유승민 후보가 답합니다. 36 27 청년 정책을 이야기하다 인트로 38 04 유승민 대선후보의 포토타임 39 04 국민의 힘 유승민 대선후보 인사말 42 15 2030세대 기자들과 대학생 기자의 질문 42 35 질문1 자녀 자랑을 하신다면요 44 50 질문2 성차별 해소 공약에 대한 의견은요 50 47 질문3 이재명 후보와 청년정책 차별점과 수용할 점은요 55 37 질문4 코로나19 방역 제외하고 가장 먼저해야할 일은 56 55 질문5 2050 탄소중립 및 에너지 정책에 관한 의견은요 1 00 57 질문6 지역 균형 발전에 대한 공약은요 1 04 00 질문7 지방 대학에 대한 해결책은요 1 07 15 질문8 유후보만의 공정 이란 개념은요 1 10 40 질문9 지지율 어떻게 극복하실지 친박세력에 대한 의견은요 1 14 32 질문10 군대 급식 군대의 부조리에 대해서는요 1 17 40 질문11 지역균형의 문제에 대해서는요 1 22 44 질문12 군대의 범죄의 의견은요 1 27 10 질문13 부동산대책의 의견은요 1 31 14 질문14 교육정책의 인강사이트에 대해서는요 1 35 50 질문15 교육의 빈익빈 부익부는요 1 40 35 질문16 이재명후보 기본대출의 잘못된 점은 1 47 39 질문17 외교안보통일 정책의 관하여 쿼드가입은 하실 계획인지 1 50 00 질문18 국가산업단지 지역에 인프라 구축의 의견은요 1 54 20 질문19 9급 공무원 7급 공무원의 경쟁률을 아시나요 1 57 55 질문20 여가부 폐지 공약에 대한 의견은요 2 00 45 질문21 대선 준비의 필승카드는요 2 02 18 질문22 국민의 힘 원희룡후보와 윤석열후보에 대한 의견은요
805,2021-10-25,UC9VNMteDj9D914kw9f9D8pA,청년정책 아이디어 PT경연대회,청년정책 아이디어 경연대회
806,2021-10-25,UCqfkbk-TIk553z4ri0QLKpg,"[DIMA TVㅣ대학24시] #대학포커스 전공, 청년 정책, 5R, 미터",동아방송예술대학교 디마티비 충북대신문 957호 홍지혜 기자 여초과에서 온 남자 남초과에서 온 여자 안동대신문 514호 이예빈 기자 대학생이자 청년인 그대여 목소리를 높여라 한성대신문 567호 김지윤 조정은기자 쓰레기 없는 그 날까지 서울시립대 756호 김대훈 기자 오늘의 단위가 쓰이기까지 대학24시 대학포커스 충북대 안동대 한성대 서울시립대 방송사 본 프로그램은 교육부 및 한국연구재단의 사회맞춤형 산학협력 선도 전문대학 육성사업비를 지원받아 제작합니다. . . . 올레 225 284 241 204 케이블은 각 지역케이블 문의 에서 시청 가능합니다.
804,2021-10-26,UCB0h96ARIixpsAD4Jkh0oQw,"(공주시) 신바람 공주뉴스 357회 (새마을지도자, 알밤한우 명예 홍보대사, 입동리 사방댐, 북콘서트, 청년정책, 도시재생, 유구전통시장, 정례브리핑)",주요 뉴스입니다. 1 공주시 새마을지도자 한마음대회가 개최됐습니다. 2 공주알밤한우 명예 홍보대사 위촉식이 거행됐습니다. 3 입동리 사방댐 준공식을 가졌습니다. 4 공주가 좋다 3권 발간 기념 북콘서트가 열렸습니다. 5 민선7기 청년정책 추진 및 계획 문화관광형시장 육성사업 추진 등 공주시의 자세한 소식 제149차 정례브리핑을 통해 전해드립니다. 여러분 안녕하십니까 신바람 공주뉴스입니다. 지난 24일까지 공산성에서 진행된 미디어아트 백제연화 기억하시나요 유네스코 세계유산인 공산성에서 펼쳐진 미디어아트 백제연화 가 메타버스 플랫폼 제페토 에서 만날 수 있게 되었습니다. 공주시가 제페토와 손잡고 백제연화 행사장을 실제처럼 그대로 구현해 가상현실에서 다른 이용자들과 소통하며 백제연화 행사장을 생생하게 즐길 수 있게 되었는데요. 특히 금서루 천장부터 시작해 타워 블라썸 타워 화려한 조명 등이 실제처럼 구현돼 생동감을 느낄 수 있다고 합니다. 현실과는 또다른 재미가 있는 메타버스 에서 공산성 미디어아트 백제연화 를 즐겨보시는 것은 어떨까요 신바람 공주뉴스 시작합니다 1. 공주시 새마을지도자 한마음대회 2021년 새마을지도자 한마음대회가 열렸습니다. 공주시 새마을지도자들의 화합의 장인 새마을지도자 한마음대회 가 지난 19일 문예회관에서 개최됐습니다. 읍 면 동 새마을 운동 성과보고 및 우수지도자 시상을 위해 준비된 이번 행사는 공주시 새마을회 주관으로 김정섭 공주시장과 새마을 지도자들이 참석한 가운데 진행됐는데요. 행사는 새마을 공주시지회장의 개회사를 시작으로 김정섭 공주시장의 축사와 우수지도자 감사패 수여 결의문 낭독 및 등 다양한 행사를 가졌습니다. 특히 각 읍면동에서 준비한 활동영상을 시청 및 평가하는 시간에서는 탄천면 새마을회의 중평천을 살리자 퍼포먼스가 1위를 차지했습니다. 공주시 새마을지도자 한마음대회 개최 2. 공주알밤한우 명예 홍보대사 위촉식 공주알밤한우 명예 홍보대사에 임태혁 씨름선수가 위촉됐습니다. 공주시가 자체 한우브랜드인 공주알밤한우를 널리 알리기 위한 홍보대사로 임태혁 씨름선수를 위촉했습니다. 임태혁 선수는 공주출신의 초대 태극장사이자 현역 최다 우승자인데요. 이번 공주알밤한우 명예 홍보대사로 위촉됨에 따라 내년 말까지 공주알밤한우 홍보와 함께 유네스코 세계유산도시인 공주시의 시정 전반에 대한 다각적 홍보 활동에 나서게 될 예정입니다. 공주알밤한우 명예 홍보대사에 임태혁 씨름선수 위촉 3. 입동리 사방댐 준공식 신풍면 입동리 사방댐 사업이 완료되어 준공식을 가졌습니다. 공주시가 3억 9천만 원을 투입해 진행한 이번 사업은 지난 6월 착공해 사방댐 1개소 계류보전 1 에 대한 공사가 진행되었는데요. 입동리 사방댐 준공으로 이상기후에 따른 집중호우 시 산사태나 토사유출을 차단하고 하류 지역의 가옥 인명 농경지 등의 피해를 예방하고 산림을 보호할 수 있게 되었습니다. 또한 농업용수 및 산불진화 용수 공급 구룡사와 연계한 주민휴식공간도 함께 조성돼 다목적으로 활용이 가능할 것으로 기대하고 있습니다. 입동리 사방댐 준공식 개최 4. 공주가 좋다 3권 발간기념 북콘서트 공주가 좋다 3권 발간 기념 북콘서트가 진행됐습니다. 공주의 역사문화 인물에 관한 이야기를 담은 공주가 좋다 도서 시리즈의 세 번째 도서가 지난달 발간되었는데요. 공주가 좋다 3권의 발간 기념 및 홍보를 위해 공주시가 북콘서트를 개최했습니다. 이번 북콘서트는 대담형식으로 이루어졌는데요. 도서 발간의 의미 무령왕의 삶과 업적 무령왕의 해 의미 등에 대해 김정섭 공주시장과 한수 국립공주박물관장 윤용혁 공주대 명예교수가 참석한 가운데 이루어졌습니다. 공주가 좋다 3권의 갱위강국 백제의 길 백제를 다시 일으킨 무령왕 이야기 로 무령왕의 즉위 과정과 업적에 대한 내용을 담고 있는데요. 2021년 무령왕의 해를 기념해 발간된 공주가 좋다 3권은 총 5장 16항목으로 구성돼있으며 주요 인터넷 서점에서 구입 가능합니다. 공주가 좋다 3권 발간기념 북콘서트 진행 5. 제149차 정례브리핑 제149차 정례브리핑 소식 전해드립니다. 5 1. 코로나19 재난 대응 현황 지난 18일 기준 2주간 새로운 사회적 거리두기 개편안이 시행되었습니다. 이번 새로운 사회적 거리두기는 단계적 일상회복 이행 전 마지막 개편안으로 비수도권 3단계는 종전과 동일하지만 사적모임 기준 및 식당 카페 이용시간 등 일부 방역수칙이 완화되었습니다. 한편 18일 기준 공주시의 코로나19 예방접종 현황은 전체 인구대비 1차 92.0 2차 75.9 으로 16 17세 접종 예약률은 54.3 로 진행중이며 12 15세 소아청소년 접종은 11월 12일까지 사전예약 후 접종이 실시됩니다. 더불어 60세 이상 고령층 및 고위험군 10 936명을 대상으로 추가접종 및 부스터샷 예약도 진행중입니다. 공주시는 탄탄한 단계적 일상회복 추진을 위해 적극적으로 예방접종에 참여해 달라 고 당부했습니다. 코로나19 재난 대응 현황 5 2. 민선7기 청년정책 추진 및 계획 공주시는 청년인구 감소에 적극 대응하기 위해 청년 지원 조직체계를 마련하고 청년이 지역에 정착할 수 있는 환경을 조성하고자 노력하고 있는데요. 이에 따른 민선7기 청년정책 추진 사항으로 대학생의 전입지원금 지원 자녀 양육 부담 완화를 위한 출산지원금을 셋째 이상시 1 000만원 지급 등으로 대폭 확대했습니다. 이는 모두 지역화폐인 공주페이로 지급해 지역경제 활성화에도 기여할 수 있도록 했습니다. 또한 지역 청년 인재들의 정착을 유도하기 위한 청년만들기 사업 을 운영해 2021년 6월부터 현재까지 150여명의 청년들이 프로그램에 참여하기도 했습니다. 더불어 공주시에서 군 복무 중인 청년을 대상으로 상해보험 가입하고 지역청년의 활동을 지원하는 공주시 청년센터가 내년 개관해 운영될 예정입니다. 민선7기 청년정책 추진 및 계획 발표 5 3. 공주시 도시재생 뉴딜사업 현황과 계획 공주시 원도심의 핵심 거점 공간을 키워나갈 도시재생 뉴딜사업의 현황과 앞으로의 추진계획이 발표됐습니다. 첫번째로 옥룡동 도시재생의 핵심 사업인 공산성 어울림 센터 조성 사업은 사업비 총 110억원을 투입해 지하 1층 지상 3층의 규모로 건설되며 오는 11월 착공이 진행되는데요. 공산성 어울림 센터에는 동네공유상가 지역주민 수익창출시설 등이 들어설 예정입니다. 또한 중학동 일원에는 세 가지 도시재생 핵심 거점 공간이 조성될 계획인데요. 마을 어울림 플랫폼 제민천 역사문화광장 나태주 문학창작 플랫폼이 조성될 예정입니다. 공주시 도시재생 뉴딜사업 현황과 계획 발표 5 4. 유구전통시장 문화관광형 시장 육성사업 추진 1928년부터 이어져 온 유구전통시장의 활성화를 위해 공주시가 문화관광형 시장 육성사업을 추진합니다. 현재 추진된 유구전통시장 육성사업은 2019년 공모에 선정된 전통시장 주차환경개선 사업이 오는 12월 조성 완료 예정이며 유구 인견산업과 관내 소공인의 경쟁력 강화를 위한 소공인복합지원센터 완공 2019년부터 2년간 진행한 특성화시장 첫걸음 기반조성사업 등이 진행되었습니다. 앞으로 추진될 문화관광형시장 육성사업에서는 2022년까지 8억 8천여만원을 투입해 지역의 역사 문화 등 지역 고유의 관광자원을 연계 전통시장의 경쟁력을 강화할 계획으로 시장 판로 개척 콘텐츠 발굴 등이 추진될 예정입니다. 유구전통시장 문화관광형시장 육성사업 추진 이번주 신바람 공주뉴스 마칩니다. 오늘도 함께해주신 시민 여러분 고맙습니다. 진행 이슬기 아나운서 제작 시민소통담당관
803,2021-10-27,UCPrUrELn0HR4B6dmpC-T3eQ,"서울청년정책.zip ?? EP.06 대학 졸업했을 뿐인데 빚이 생겼다...! ｜학자금대출 이자지원, 학자금대출 신용회복지원",월급 입금과 동시에 학자금대출 이자 출금 다가오는 학자금대출 납입일이 걱정된다면 학자금대출이자지원 . 3 8 혹시라도 학자금대출로 인해 신용 유의자가 되었다면 학자금대출신용회복지원 . 2 서울특별시 서울청년포털 . . . 페이스북 . . . . 인스타그램 . . . . ... 네이버 포스트 . .
802,2021-10-27,UCHu5T9grpxHU8nvBryHc9bA,청년정책과 시정브리핑,안녕하십니까 성남시 청년정책과장 이종빈입니다. 지금 제가 서있는 이 곳은 청년플랫폼 공간 성남시청년지원센터 2호점 판교역 입니다. 공유부엌 1인미디어실 스터디공간 등이 갖춰진 이곳은 2019년 8월 신흥역에 첫 발을 내딘 청년지원센터 1호점 청년이 봄 과 함께 청년들이 자기계발과 취미활동은 물론 커뮤니티 모임을 하는 네트워크 장으로 활용될 것입니다. 특히 창업카페와 판교일자리센터도 함께 마련된 이곳을 성남시는 청년플랫폼의 랜드마크로 만들어 나가고 있습니다. 시는 이외에도 일자리 주거 교육 복지문화 참여권리 등 성남시 전체 인구 931 760명 중 22 에 달하는 20만4542명 청년에게 2021.9.30.기준 다양한 맞춤형 지원 정책을 펼쳐 나갑니다. 오늘 이 자리에서 청년희망도시 성남 성남형 청년정책 에 대해 말씀드리겠습니다. 성남시 청년정책 기본계획 을 기반으로 청년이 당당한 청년희망도시를 구현해 나가겠습니다. 첫째 맞춤형 일자리로 청년의 일할 권리를 보장합니다. 둘째 주거 부담을 덜어드립니다. 셋째 인재 양성에도 힘쓰겠습니다. 넷째 청년의 생활이 나아집니다. 다섯째 청년의 삶은 청년이 스스로 결정합니다. 시간의 흐름에는 세 가지가 있다고 합니다. 미래는 주저하면서 다가오고 현재는 화살같이 날아가고 과거는 영원히 정지하고 있다고 하죠. 우리 청년들의 화살같이 날아가는 현재와 주저하면서 다가오는 미래의 가치를 연결하고 청년 스스로 내일을 만들어 가는 청년의 꿈과 희망이 자라는 성남 이 되겠습니다. 그래서 더욱 당당하고 늠름하게 주체적으로 이 성남시에 발을 디딜 수 있게 성남시가 든든히 받쳐드리겠습니다. 지켜봐 주십시오. 감사합니다.
800,2021-10-27,UCRZXiNgU35DCyC8oFxIX1-w,"내일채움공제 가입, 사실 무한히 할 수 있는거 아님? 월급 제외 1억 만드는 신선한 꿀팁!?? | 청년밥상 2화 | 청년정책 | 열고닫기",어려운 정책도 쉽게 떠먹여 드리는 청년밥상 제 2화 지난 주와 이어지는 오늘의 메뉴는 내일채움공제 쉽게 떠먹을 수 있는 내일채움공제 총정리 정규직으로 일하고 있는 청년이라면 내일채움공제 . 3 0 청년연계형 내일채움공제 신청 방법은 . 3 8 청년 재직자 내일채움공제 쉽게 떠먹기 . 00 00 인트로 00 16 청 내 차이점은 00 53 내일채움공제란 01 30 내일채움공제 그리고 연계형 02 38 일을 쉬고 싶을 땐 03 22 기업에게 좋은 점 03 52 마무리 이번 영상이 마음에 들었다면 좋아요 앞으로도 열고닫기 와 함께 하고 싶다면 구독 내일채움공제 청년내일채움공제 청년재직자내일채움공제
799,2021-10-28,UC4xlgzjvU3uCVcpvNHy-d-Q,"[2021 유권자정치페스티벌] ""청년정책 페스타"" (새움정책연구소)",프로그램 내용은 2021 유권자정치페스티벌에 참여한 기관 단체 연구자 등의 견해이며 중앙선거관리위원회의 공식입장이 아님을 알려드립니다.
798,2021-11-03,UCRPLVMXchmOWP8uRi-j3l0Q,[군포다방] 취준생들을 위한 군포시의 청년정책 뽀개기,오늘도 열심히 맷돌을 굴리는 취업세포 이번엔 뽑힐 거야 취업은 달고나 군포다방을 방문한 두 복면인턴과 함께 군포시의 청년 정책과 청년 취업에 대한 이야기를 나눠봅니다. 청년인턴 공공기관인턴 군포시 군포시청 청년날개인턴 청년취업 복면가왕 복면인턴
796,2021-11-05,UCRZXiNgU35DCyC8oFxIX1-w,"??자취생 주목?? 탄소포인트제 별 거 아닌 것 같죠..? 관리비 줄이는 방법, 온실가스 줄이기 바로 이거예요! | 청년밥상 3화 | 청년정책 | 열고닫기",왠만하면 누구나 신청 다 가능한 탄소포인트제.. 탄소포인트제 신청은 여기서 . . ... 탄소포인트가 쌓이면 할 수 있는 것들. 꽤 다양함 현금 상품권 종량제 봉투 지방세 납부 기부 교통카드 공공시설이용 바우처 상장 지급 단 해당 지방자치단체에서 시행하는 인센티브 제공 유형을 확인한 후 한가지만 선택 가능 00 00 인트로 00 29 오늘의 메뉴 01 15 탄소포인트제란 01 44 인센티브는 얼마나 02 27 추가 포인트는 얼마 03 00 인센티브 지급 시기와 활용 방법 03 53 신청대상과 신청방법 04 55 마무리 이번 영상이 마음에 들었다면 좋아요 앞으로도 열고닫기 와 함께 하고 싶다면 구독 탄소포인트 온실가스줄이기 관리비줄이는방법
795,2021-11-05,UCsVjEtdviNb-iTtz5tYqHiA,"수원시, ‘수원형 청년정책 추진상황보고회’ 개최",수원시 시장 염태영 가 지난 2일 수원컨벤션센터에 회의실에서 수원형 청년정책 추진상황보고회 를 열고 2021년 추진한 청년정책을 점검했다. 이날 보고회에는 청년정책조정위원회 위원 청년협의체 회원 청년정책 자문단 청년정책 추진부서 공직자 등이 참석했다. 2021년 수원형 청년정책 은 일자리 주거 교육 복지 문화 참여 권리 등 5개 분야의 51개 사업으로 이뤄져 있다. 청년정책 추진 방향은 지역에서 행복을 찾고 도전하며 안정된 자립을 할 수 있는 지원체계 구축 청년의 수요와 필요에 기반한 청년주도 정책추진 체계 확립 등이다. 한정우 청년정책조정위원회 위원장은 오늘 보고회는 청년들의 시야가 한층 더 넓어질 수 있는 계기가 될 것 이라고 말했다. 수원시 관계자는 청년 정책의 한계를 되짚어보고 보완해서 청년들에게 실질적으로 도움이 되는 정책을 추진하겠다 며 정책을 수립하고 집행하는 부서와 청년 간 소통할 수 있는 시간을 자주 마련할 것 이라고 밝혔다.
792,2021-11-05,UCJ8qgIuxC268iYVAoDzMDvg,♥ 2021 청년정책 홍보서포터즈 드림미 장려상 드림투게더 ! 생활안정정책 꿀팁,부산경제진흥원 부산취업 부산일자리 일자리지원 일자리지원사업 부산일자리지원사업 드림미 부산청년정책 홍보 서포터즈 참여 생활안정 일자리 주거
791,2021-11-07,UCcjqM2T-ShNwXaVhZNKoEag,2021 서울청년학회 연합학술대회: MZ세대의 삶과 청년정책의 미래,1. 서울청년패널학술대회 세션 서울청년패널조사로 본 서울청년의 삶 발표1 서울청년의 삶과 주거실태 발표2 청년 고용과 일자리 이행 발표3 청년의 사회관계와 삶의질 2. 연구방법론 특강 머신러닝을 활용한 연구방법 특강 3. 청년신진연구자 세션 청년연구자가 그리는 청년의 삶 발표1 청년 불안정성의 궤적과 유형 발표2 청년 주식투자자들의 빚투 경험에 관한 연구 근거이론 접근 발표3 취준준생의 등장 예비노동자로서의 세대 분석 발표4 청년은 왜 공동체를 누리지 못하는가 독거청년의 생활권 내 사회적 연결망 형성을 위한 공동체 정책 제언 발표5 시간을 증여하는 사회에 대한 감각 서울시 청년수당 수령자들의 경험 실시간 시청 이벤트 2021 서울청년학회 연합학술대회를 실시간으로 시청하고 인증 및 참여해주시는 분들 중 추첨을 통해 다양한 경품을 드립니다. 실시간 시청 인증하시는 40명에게 커피쿠폰 증정 이벤트 링크 . 5 7 6 많은 참여 바랍니다.
790,2021-11-08,UCPrUrELn0HR4B6dmpC-T3eQ,내가 낸 아이디어가 서울시 청년정책이 될 수 있다?!｜2021 서울 청년 정책 대토론,32강 진출한 모든 팀에 연구과제비 100만원 전문가 정책 멘토링 지원 우승팀은 상금 1 000만원과 서울시 청년정책 특별 자문역 위촉 공정 상생 사회 일과 미래 삶과 여가 청년 삶의 공간 을 주제로 열리는 청년들의 정책 제안과 열띤 토론의 장 2021서울청년정책대토론 내가 낸 아이디어를 서울시 청년정책 으로 실현시키고 싶은 청년 여러분은 고개를 들어주세요 . 2 서울청년포털 . . . 페이스북 . . . . 인스타그램 . . . . ... 네이버 포스트 . .
789,2021-11-08,UCD2FurCIhOsG3FsTM1-jirA,MZ세대 맏언니! 김재연 대선후보 청년정책 공약발표,80년대생 최연소 세대 대통령 후보가 있다 지난 주말 진행된 김재연 대선후보의 청년 정책공약 발표 토크쇼 청년들이 가장 감동받은 발언들을 모아봤습니다 진보당 후원 계좌 농협 301 0221 3827 11 후원 문의 02 6933 0012 후원 안내 . 진보당중앙당후원회
788,2021-11-09,UC4YTEJ2CfV29784sSboTnoA,"2022 대선 후보들과 MZ 세대, 청년 정책을 이야기하다 : 정의당 심상정 대선후보",심상정 청년정책 쿠키뉴스 심상정 정의당 대선후보가 청년언론인들과 대한민국의 내일을 이야기합니다. 대학언론인네트워크와 대학알리 쿠키뉴스의 2030세대 청년들이 줌으로 질문하고 심상정 후보가 답합니다. 30 12 오프닝 요정의 요한님과 기창기자님의 오프닝 35 11 사진촬영 포즈 36 01 정책토론 시작 36 18 심상정 후보 인사말 39 51 국민 시어머니로써 자녀 칭찬 41 58 정의당 후보로써 야심차게 준비하는 청년정책 45 54 주4일제 공약에 대한 설명 51 59 주4일제에 대한 고용자의 질문 59 24 우리사회에 어떤 곳에 중점을 두고 정년정책을 만들었는가 질문 1 15 25 18 20대 대선후보로 나오셨는데 지난 대선과의 차이는요 1 22 40 지방대학의 위기에 대해서 후보님의 생각은요 1 29 40 수도권 대학의 문제점에 대해서 후보님의 생각은요 1 31 27 인권 문제인 차별금지법의 후보님 생각은요 1 35 15 최소 노동 시간에 관한 후보님의 생각은요 1 38 00 부동산 해양 문제에 대해서 후보님의 생각은요 1 44 30 청년 정치인이 되기 위해서는 어떻게 해야할까요 1 49 00 청년간담회의 소감은요 1 52 30 방탄소년단의 캐릭터라고한다면요
787,2021-11-10,UCMnQc9wpQMDo-Htg8G5UF0A,이재명과 윤석열의 청년정책? 청년들아 니들은 어떤 빚을 지고 어떤 빚을 갚을래?,이재명청년정책 2030청년 이재명과 윤석열의 청년 정책은 이재명지사의 청년기본소득 청년면접수당 산후조리비 지원 청년 노동자 통장 청년주택 정책을 2030청년들이 떠안아야 하는 빚이라고 주장하는 국민의힘의 논리를 마산아재가 팩트로 반박해 봅니다.
786,2021-11-10,UC4YTEJ2CfV29784sSboTnoA,"2022 대선 후보들과 MZ 세대, 청년 정책을 이야기하다 : 새로운물결 김동연 대선후보",김동연 청년정책 쿠키뉴스 김동연 새로운물결 대선후보가 청년언론인들과 대한민국의 내일을 이야기합니다. 대학언론인네트워크와 대학알리 쿠키뉴스의 2030세대 청년들이 줌으로 질문하고 김동연 후보가 답합니다. 18 41 청년 정책을 이야기하다 인트로 22 30 김동연 후보님과 청년들의 포토타임 24 00 김동연 대선후보의 인사말 29 05 질문1 자녀에 대해 이야기하신다면 39 55 질문2 청년 일자리에 관하여 43 55 질문3 1호공약과 2호공약은 47 00 질문4 문재인 정부의 평가는 51 40 질문5 부동산 정책에 대해서 58 15 질문6 임대차계약에 대해서 1 01 45 질문7 차별금지법에 관해서 1 06 35 질문8 축소사회 관해서 1 11 10 질문9 반값등록금에 관해서 1 14 10 질문10 주식 공매도에 대해서 1 20 00 질문11 재난지원금에 대해서 1 24 50 질문12 2050 탄소중립에 대해서 1 30 40 질문13 지방대학의 위기에 대해서 1 35 35 질문14 공약을 어떻게 실천해가실지 1 39 20 질문15 직업계고에 대해서는요 1 44 09 질문16 교육 정책에 대해서는요 1 45 50 질문17 대선 출마의 이유는요 1 50 20 질문18 청년간담회의 소감은요
784,2021-11-12,UCsU-I-vHLiaMfV_ceaYz5rQ,[국민채점단] MZ 사로잡을 '청년 정책'…후보별 점수는? / JTBC 뉴스룸,오늘 12일 새롭게 시작하는 코너 국민채점단 입니다. 가 여론조사업체 글로벌리서치 와 함께 매주 온라인 패널 조사를 합니다. 목요일 금요일 이틀에 걸쳐 1천여명의 패널이 국민채점단으로 참여합니다. 대선후보들의 주요 공약과 이슈에 대해 말 그대로 점수를 매기고 그 결과를 금요일에 공개합니다. 이를 통해 각 후보들이 국민들이 더 선택할 수 있는 공약에 힘쓰도록 검증하고 견제하자 이런 취지입니다. 오늘 첫 순서로 청년 정책 에 대해 물었습니다. 조금 전에 최종 점수가 나왔습니다. 누가 몇점을 받았을지 지금 공개합니다. 이재명 후보 51.8점 안철수 후보가 48.4점입니다. 이어서 윤석열 후보가 47.3점 심상정 후보 45.1점입니다. 이재명 후보만 50점을 넘겼고 나머지 후보들은 40점대에 머물렀습니다. 안철수 후보가 두 번째로 높은 점수를 받은 게 눈에 띄는 대목입니다. 이 수치는 지지율이 아닙니다. 청년 정책에 대한 패널의 점수 라는 점 다시 한 번 말씀드립니다. 이 성적표의 의미를 민심연구소 최승훈 기자와 분석해보겠습니다. 최 기자 시청자들께선 지지율이 아니라 왜 점수 를 매기느냐 무슨 차이가 있는 거냐 이게 가장 궁금하실 것 같은데요. 무슨 의미가 있는 건가요 기사 전문 . . . 466 ... 뉴스룸 다시보기 . 2 8 최승훈기자 국민채점단 뉴스룸 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . 1 04 2 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . 1 방송사 . .
783,2021-11-16,UCZuGZ5NOyY6sYeKoZFG6WRQ,[주거복지와 청년정책을 말하다] 수원시 청년주거 정책 웹세미나,2022 수원특례시 승격 주거복지와 청년정책을 말하다 수원시 청년주거 정책 웹세미나
782,2021-11-16,UCPrUrELn0HR4B6dmpC-T3eQ,"서울청년정책.zip ?? EP.07 청년 주거비 부담 뿌셔 ｜청년 임차보증금 이자지원, 청년 월세 지원",보증금이나 월세가 쪼오오오끔 많 이 부족하다면 연 소득 4 000만 원 이하 무주택 청년에게 융자최대한도 임차보증금의 90 이내 최대 7 000만 원까지 서울시에서 연 2.0 의 임차보증금 대출이자를 지원하는 청년임차보증금이자지원 . 3 월세 내는 1인 가구 청년에게 생애 딱 한 번 최대 10개월까지 월 최대 20만원의 월세를 지원하는 청년월세지원 . 30 5 서울특별시 서울청년포털 . . . 페이스북 . . . . 인스타그램 . . . . ... 네이버 포스트 . .
781,2021-11-16,UCgINNcFYVniXu_f8_1aOsTg,"靑, '청년 정책' 자화자찬…청년들 실제 평가는..... 현실과 달랐다...",이메일 724 . 사연 칼럼 뉴스제보 첨부 멤버십 . . ... 좋아요와 구독 부탁드립니다. 공유는 가능 재업로드는 불가 합니다
780,2021-11-18,UCYUGo6ZfQZCTMrK9rMDijNQ,이재명·윤석열·심상정·안철수…청년정책으로 승부,대선 대진표가 정리된 후 이재명 윤석열 심상정 안철수 후보가 처음으로 한자리에 모였습니다. 여야 대선후보들은 포럼에서 청년을 위한 각자의 정책과 해법을 제시했습니다. 이재명 더불어민주당 후보 안타깝게도 현재 청년세대는 우리 역사상 최초로 취약계층이 되고 말았습니다. 우리 기성세대들도 한때 힘들었다고는 하지만 오늘보다 내일은 나을 것이란 희망이 있었고 당시에 유행하던 말로 개천에서 용이 날 수 있는 시대를 살았습니다. 그런데 지금은 안타깝게도 개천은 말라버렸고 계층 이동 사다리는 사라졌습니다. 지금 청년들은 마치 우리가 최근에 본 영화 오징어 게임의 참가자들처럼 누군가는 밀려나야 하는 좁은 둥지 안에서 성공을 위해서 경쟁하는 것이 아니라 생존 자체를 위해서 몸부림치고 있습니다. 경쟁은 전쟁이 돼버렸고 친구는 적이 되고 있습니다. 윤석열 국민의힘 후보 이제 우리 앞에 새로운 위기의 파도가 밀려오고 있습니다. 부모보다 가난한 미래세대의 등장 지방 소멸로 표현되는 지역 간 불균형 환경파괴와 기후 위기까지 모두 쉽지 않은 도전입니다. 이제 우리는 공존의 힘으로 대한민국의 미래를 열어야 합니다. 공정한 사회를 만들어 미래세대와 공존하고 자치와 분권으로 모든 지역이 공존하며 질서 있는 에너지 대전환을 통해 지구와 공존해야 합니다. 미래세대가 마음껏 도전할 수 있는 기회의 대한민국을 만들어야 합니다. 청년은 우리 사회의 미래이며 대한민국 그 자체입니다. 안철수 국민의당 후보 청년은 나라의 미래입니다. 판에 박은 인식 판에 박은 정책으로는 해결하기 어렵습니다. 담대하고 상식을 뛰어넘는 해법이 필요합니다. 무엇보다도 청년문제는 저를 포함한 기성세대의 잘못이 큽니다. 지금의 대한민국 청년세대는 공정 다양성 탈이념에 실용적 사고를 가진 가장 건강한 세대입니다. 청년 분노의 시대 청년 절망의 시대를 만들었습니다. 우리에게는 이를 청년 희망의 시대로 바꿔야 할 책임이 있습니다. 심상정 정의당 후보 개발도상국에서 살아온 우리 기성세대보다 선진국에서 살아갈 우리 청년들의 미래가 더 밝아졌습니까. 우리나라가 과연 세계 10위권의 노동 선진국 성 평등 선진국 기후 선진국이 됐다고 말할 수 있습니까. 획기적인 경제성장이 이뤄졌는데 시민의 삶이 그만큼 나아지지 않은 것은 불평등 때문입니다. 이날 후보들은 지역 불균형과 기후 위기에 대한 각자의 해법도 제시했습니다. 뉴스토마토 조문식입니다. 포럼 대선주자 20대대선 이재명 윤석열 심상정 안철수 청년정책해법 지역불균형 기후위기해법 뉴스토마토 영상이 마음에 드셨다면 구독 과 좋아요 버튼 눌러주세요 감사합니다. 뉴스토마토 . 페이스북 . . ... 트위터 .
