,작성일,작성자,제목,내용
215,2023-04-27,UCTHCOPwqNfZ0uiKOvFyhGwg,간호법 국회 통과에 더 커진 의료직역 갈등…쟁점은? / 연합뉴스TV (YonhapnewsTV),간호법 국회 통과에 더 커진 의료직역 갈등 쟁점은 앵커 간호법 제정안 국회 본회의 통과로 간호사 측과 의사 등 여타 의료직역간 갈등이 한층 심화하고 있습니다. 의사협회는 파업도 불사하겠단 입장인데요. 쟁점이 뭔지 살펴봤습니다. 최덕재 기자입니다. 기자 간호법은 의료법 보건의료인력지원법에서 간호사에 관한 내용을 따로 떼 만든 법으로 근무 환경과 처우 개선에 관한 국가 책무를 명시하는 게 골자입니다. 간호협회와 의사협회는 모두 간호사 처우 개선이란 큰 틀에선 뜻을 같이한다지만 모든 국민이 지역사회에서 간호 혜택을 받을 수 있게 한다 는 간호법 1조 표현부터 맞부딪힙니다. 간협 측은 고령화사회에 맞춰 간호사의 역할을 확장했다고 보지만 의협 측은 의사 지도없이 단독 개원을 할 수 있는 길을 열어준 것이나 다름 없다며 파업 등 실력 행사 가능성을 거론합니다. 박명하 대한의사협회 비상대책위원장 보건의료복지연대 13개 단체장들이 단식 투쟁에 돌입을 할 생각입니다. 파업에 대해서 시기라든지 방법은 어떻게 할 것인가에 대해서 저희가 논의할 예정이고. 다만 현행 의료법에선 의료기관 개설 가능 주체에서 간호사를 제외하고 있습니다. 이밖에 간호사가 간호조무사의 업무보조행위를 지도한다는 문구도 간호조무사들의 반발을 사고 있습니다. 간호조무사협회는 현장에선 간호사 없이 간호조무사가 있을 수 없기 때문에 결국 간호사 채용은 늘고 조무사의 일자리는 줄어들 것으로 보고 있습니다. 또 간호조무사 자격을 고졸 이하로 제한하는 것도 대졸 출신 조무사의 배출을 원천 차단하는 것이라고 주장합니다. 보건복지부는 갈등이 충분히 조정되지 않은 채 법안이 의결돼 안타깝다 며 긴급상황반을 구성하는 등 보건의료 직역 간 갈등이 의료현장 혼란으로 번지지 않게 하겠다 고 했지만 갈등은 더 심화할 가능성이 큰 실정입니다. 연합뉴스 최덕재입니다. . . 간호법 국회 본회의 통과 의협 간협 갈등 단독개원 조무사 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
203,2023-04-27,UCcQTRi69dsVYHN3exePtZ1A,간호법 본회의 통과…‘쌍특검법’은 패스트트랙 지정 / KBS  2023.04.28.,더불어민주당 주도로 국회 본회의에 직회부된 간호법이 어제 27일 본회의를 통과했습니다. 대장동 50억 클럽과 김건희 여사의 도이치모터스 주가조작 의혹을 수사할 특검법도 패스트트랙 안건으로 지정됐습니다. 국민의힘은 거대 야당의 입법 폭거라며 간호법의 경우 거부권 행사를 대통령에게 건의할 방침입니다. 홍진아 기자가 보도합니다. 리포트 간호사의 업무 범위와 처우 개선 내용 등을 담은 간호법 . 지난 3월 민주당 주도로 본회의에 직회부됐고 본회의를 통과했습니다. 금고 이상의 형이면 의사 면허를 취소하는 내용 등의 의료법 개정안도 나란히 통과됐습니다. 김예지 의원과 간호사 출신 최연숙 의원을 제외한 국민의힘 의원들은 모두 퇴장했습니다. 최연숙 국민의힘 의원 간호법은 초고령사회에 노인과 장애인 등 국민의 존엄한 생명을 돌보기 위한 약자를 위한 법이며... 대장동 50억 클럽 특검법과 김건희 여사 특검법도 여당의 불참 속에 신속처리안건으로 지정됐습니다. 두 특검 법안은 법사위 심사를 거쳐 늦어도 12월에는 본회의에서 처리될 전망입니다. 박홍근 더불어민주당 원내대표 윤석열 검찰이 철저하고 공정하게 수사를 신속하게 해왔더라면 이 상황까지 이르지 않았을 것입니다. 국민의힘은 본회의 직후 규탄 대회를 열었습니다. 규탄한다. 규탄한다. 규탄한다. 야당의 입법 강행은 이재명 대표와 돈 봉투 의혹 방탄용 이라고 비판했습니다. 의료현장의 혼란과 갈등이 불가피하다며 간호법에 대해서는 윤석열 대통령에게 재의요구권도 건의할 방침입니다. 윤재옥 국민의힘 원내대표 더불어 야합만 남은 더불어민주당의 검은 속내와 입법 폭주를 모든 수단을 다해 막겠습니다. 공영방송 이사 추천권을 국회와 학계 언론단체 등으로 넓히고 국민추천위가 공영방송 사장을 추천할 수 있도록 한 방송법 개정안도 야당 주도로 본회의에 부의됐습니다. 뉴스 홍진아입니다. 촬영기자 장세권 고영민 영상편집 조완기 그래픽 김지혜 기사 원문보기 . . . . 7662892 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 간호법 특검법 본회의
206,2023-04-27,UCkinYTS9IHqOEwR1Sze2JTw,"의협 등 13개 단체, 간호법 반발 ""연대 총파업"" 선언 / SBS",의사협회 간호조무사협회 등 13개 보건의료단체로 구성된 보건복지의료연대가 간호법 제정안 국회 통과에 반발하며 연대 총파업 돌입을 선언했습니다. 보건복지의료연대는 어젯 27일 밤 단체장회의를 열고 다음 주부터 우선 부분 파업을 시작할 예정이며 연대 총파업 돌입 시기도 신속하게 결정하기로 합의했다고 밝혔습니다. 보건복지부는 보건의료단체의 파업에 대비한 긴급상황점검반을 꾸려 대책을 마련하고 있다고 밝혔습니다. 더 자세한 정보 . . . 1007171830 뉴스 모닝와이드 연대총파업 뉴스 채널 구독하기 . . . 뉴스 라이브 . . . . . . 뉴스 제보하기 홈페이지 . . . 애플리케이션 뉴스 앱 설치하고 제보 . . . 카카오톡 뉴스 와 친구 맺고 채팅 . . 페이스북 뉴스 메시지 전송 . . 8 이메일 8 . . 문자 6000 전화 02 2113 6000 홈페이지 . . . 페이스북 . . 8 트위터 . . 8 카카오톡 . . 인스타그램 . .
207,2023-04-27,UCTHCOPwqNfZ0uiKOvFyhGwg,간호법 제정안 국회 본회의 통과…여당 표결 불참 / 연합뉴스TV (YonhapnewsTV),간호법 제정안 국회 본회의 통과 여당 표결 불참 간호법 제정안이 야당 주도로 국회 본회의를 통과했습니다. 국회는 오늘 27일 본회의를 열고 간호사와 간호조무사 등의 업무를 명확히 하고 근무 환경과 처우를 개선하는 내용이 담긴 간호법 제정안을 의결했습니다. 국민의힘은 간호사 출신 최연숙 의원과 시각장애인 김예지 의원을 제외한 나머지가 모두 퇴장해 야당 주도로 처리됐습니다. 국민의힘은 향후 윤석열 대통령에게 거부권 행사를 건의할 방침입니다. 이다현 기자 . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
208,2023-04-27,UCa97kDUvLn9OSn9xTX0uM_g,[풀영상 다시보기]'쌍특검·간호법'본회의 통과…국민의힘은 불참,27일 임시국회 마지막 본회의에서 이른바 쌍특검 법안의 신속처리안건 지정부터 간호법 제정안까지 국민의힘 의원들이 불참한 가운데 야당 주도로 통과됐습니다. 개의 이후 제 1 5항 의결 00 00 00 제 1 5항 의결 제 6항 50억 클럽 뇌물 의혹 사건 도이치모터스 주가조작 의혹 특검 신속처리안 의결 00 08 16 50억 클럽 뇌물 의혹 사건 도이치모터스 주가조작 의혹 특검 신속처리안 의결 00 09 31 장혜영 의원 정의당 설명 00 14 16 전주혜 의원 국민의힘 토론 00 19 34 강은미 의원 정의당 토론 00 23 16 박형수 의원 국민의힘 토론 00 28 27 윤영덕 의원 더불어민주당 토론 00 34 18 투표 결과 발표 제7 18항 의결 00 37 36 의사일정 제7 18항 의결 제 19항 간호법안 02 02 37 제 19항 간호법안 의결 02 03 00 위성곤 의원 더불어민주당 설명 02 04 47 조명희 의원 국민의힘 토론 02 12 11 김성주 의원 더불어민주당 토론 02 19 10 이종성 의원 국민의힘 토론 02 25 09 김원이 의원 더불어민주당 토론 02 31 10 최연숙 의원 국민의힘 토론 02 37 29 투표 결과 발표 제20 29항 의결 02 37 43 제20 29항 의결 03 14 55 산회
210,2023-04-27,UCtmvuCbpw6_TFbeO4ToTAIw,"김정은 옆 부동자세 문재인, 윤석열 대통령에 질투 폭발? 경희대 법대 후배가 백악관 앞 반윤 시위! 윤석열 대통령 간호법 거부권 확실! 의사-간호조무사 단체, 민주당 박살 파업!",회원가입 . . 6 4 홍철기 는 자유진영 대표 언론사인 뉴데일리와의 정식 제휴로 사진 등 콘텐츠를 공급받고 있습니다.
211,2023-04-27,UCWlV3Lz_55UaX4JsMj-z__Q,"간호법 강행 처리에 의료계 ""다음달 총파업…무기한 단식투쟁""",간호법강행통과 는 정치권 뿐아니라 의료계도 두 조각으로 갈라놓았습니다. 간호사협회를 제외한 대부분의 의료단체 들이 법안 통과를 반대했고 보건의료연대 는 총파업 을 예고했습니다. .19 사실을 보고 진실을 말합니다. 공식 홈페이지 . . 공식 페이스북 . . 공식 트위터 . 뉴스제보 이메일 . 카카오톡 조선제보 전화 1661 0190
213,2023-04-27,UCTHCOPwqNfZ0uiKOvFyhGwg,[속보] 간호법 제정안·의료법 가결…야 주도 통과 / 연합뉴스TV (YonhapnewsTV),속보 간호법 제정안 의료법 가결 야 주도 통과 여 표결 불참 간호법 재의요구 불가피 간호법 의료법 본회의 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
204,2023-04-27,UCSd6jlFPB6iVG3eCTH7XJZA,"장동혁 ""쌍특검·간호법 강행처리? 이재명 방탄 입법 오명 추가""",국민의힘 장동혁 브리핑 국민의힘 장동혁 원내대변인이 23년 4월 27일 국회 소통관 기자회견장에서 브리핑을 하고 있다. 촬영편집.김경민 기자 아래 주소를 클릭하셔서 구독 과 좋아요 를 눌러 시사포커스를 키워 주십시오. 시사포커스 구독하기 . 2 시사포커스 기사제보 02.323.2223 02.323.1616 01 . . 여러분의 자율구독료는 시사포커스 에서 좋은 방송을 만드는데 큰 도움이 됩니다. 시사포커스 후원방법 후원 1877 1619 자율구독료 국민은행 463501 01 278662 일간시사신문 해외 자율구독료 국민은행 463501 01 278662 일간시사신문 출처를 밝히더라도 영상 재가공 무단 복제 재배포 등 모든 것 을 허용하지 않습니다. 이를 어길시 모든 법적 책임은 무단 사용자에게 있음을 분명히 밝힙니다
237,2023-04-27,UCF4Wxdo3inmxP-Y59wXDsFw,'간호법' 통과‥'쌍특검' 신속처리안건 지정 (2023.04.28/뉴스투데이/MBC),어제 국회에선 간호법과 의료법 같은 쟁점 법안들이 국민의힘 의원들이 퇴장한 가운데 야당 주도로 본회의를 통과했습니다. 야권이 추진했던 이른바 쌍 특검법 도 신속처리안건으로 지정됐는데요. . . 2023 6478486 36207. 국회 간호법 의료법
264,2023-04-27,UCsU-I-vHLiaMfV_ceaYz5rQ,"의사면허 박탈법·간호법 통과…의협 등 ""연대 총파업"" / JTBC News",의사협회를 비롯한 의료단체가 총파업을 하기로 했습니다. 야당 주도로 어제 27일 통과된 법안들 때문인데요. 다음주부터 부분 파업에 들어가고 총파업은 시기를 논의하고 있습니다. 이 법안에 대해 대통령의 거부권 행사가 또 있을지도 주목됩니다. 기사 전문 . . . . 12124277 의사면허 의사면호박탈 간호법 연대총파업 이시각뉴스룸 최연수기자 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . . 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . . 방송사 . .
239,2023-04-27,UCcQTRi69dsVYHN3exePtZ1A,쌍특검법 ‘패트’ 지정 통과…잠시 뒤 의료법·간호법 표결 / KBS  2023.04.27.,대장동 50억 클럽과 김건희 여사 주가조작 의혹 관련 특검법안 이른바 쌍특검법안이 조금 전 국회에서 신속처리안건으로 지정됐습니다. 정치부 이현준 기자 연결하겠습니다. 이 기자 본회의 상황 전해주시죠. 기자 더불어민주당과 정의당 등 야당 주도로 발의된 이른바 쌍특검법안 이 조금 전 신속처리안건으로 지정됐습니다. 민주당과 정의당 무소속 의원 등 모두 183명이 투표해서 50억 클럽 특검법은 찬성 183표 김건희 특검법은 찬성 182표로 통과됐습니다. 신속처리안건 지정을 위해서는 180석 이상 찬성이 있어야 하는 만큼 국회 본회의 직전 소속 의원 총동원령 속에 의원총회를 열어 표 단속을 하기도 했습니다. 반면 국민의힘 의원들은 반대 토론에서 특검 법안에 대해 정략적이다 민주당 방탄용 이라고 주장한 뒤 표결 전에 모두 퇴장했습니다. 오늘 신속처리안건으로 지정되면서 두 특검 법안은 법사위 심사와 숙려 기간을 거친 뒤 12월 중순쯤 본회의에 상정될 예정입니다. 앵커 의료법과 간호법 방송법도 여야 쟁점 법안인데 어떻게 진행되고 있습니까 기자 여야는 본회의 직전까지도 김진표 국회의장 주재로 양당 원내대표들이 모여 간호법과 의료법 제정안 등 처리를 두고 논의를 계속했는데요. 결국 합의점을 찾는 데 실패했습니다. 민주당은 간호법의 경우 지난 국회 본회의에서 김진표 국회의장이 오늘 본회의 상정을 공언한만큼 반드시 오늘 처리해야 한다는 입장입니다. 또 의료법과 방송법 부의안 역시 국회법대로 오늘 처리를 주장하고 있습니다. 반면 국민의힘은 의료 현장의 혼란이 불가피한 상태에서 야권이 법안 처리를 밀어붙인다면 대통령에게 거부권 행사를 또 한 번 건의할 수밖에 없다는 입장입니다. 국민의힘 의원들은 의료법과 간호법을 두고 표결이 이뤄질 경우 특검법안과 마찬가지로 다시 한번 집단 퇴장한다는 방침인 것으로 전해졌습니다. 여야는 다만 전세사기 피해 지원을 위한 지방세기본법 개정안은 본회의 초반에 합의 처리했습니다. 세입자 집이 경매로 넘어가도 지방세보다 전세금을 먼저 변제하도록 한 법안입니다. 우선매수권 등이 포함된 전세사기 특별법은 국토위 심사 등을 거쳐서 5월 중으로 통과될 전망입니다. 지금까지 국회에서 전해드렸습니다. 촬영기자 고영민 윤대민 박상욱 영상편집 조완기 기사 원문보기 . . . . 7662406 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . .
263,2023-04-27,UCEV9-3sqX_Foy6CCemQHveg,"간호법, 야당 단독 처리···국민의힘 집단 퇴장 ""거부권 건의"" // 이투데이TV",간호사 및 전문간호사 간호조무사의 업무를 명확히 하고 간호사 등의 근무환경 처우 개선에 대한 국가의 책무 등을 규정하는 간호법 제정안이 국회를 통과했습니다. 27일 오후 국회에서 열린 본회의에서 간호법 제정안은 재석 181표 찬성 179표 기권 2표로 통과됐습니다. 법안 처리를 반대해 온 국민의힘 의원들이 표결 전 전원 퇴장하면서 더불어민주당 등 야권 단독으로 처리됐습니다. 의사협회 등에서는 간호법에 명시된 지역사회 문구를 근거로 간호사가 의사의 지도 없이 단독으로 개원할 가능성이 있다며 반발했습니다. 이에 정부 여당은 지역사회 문구 등을 삭제하는 중재안 간호사 처우법 을 냈지만 민주당과 간호협회는 원안대로 통과해야 한다는 입장을 고수해 왔습니다. 자세한 현장 상황은 영상을 통해 확인하시죠. 경제신문 이투데이 공식 홈페이지 . . . 공식 페이스북 . . 공식 포스트 . . 12 공식 블로그 . . 12
238,2023-04-27,UCTHCOPwqNfZ0uiKOvFyhGwg,'쌍특검·간호법' 본회의 격돌…한미정상회담 엇갈린 평가 / 연합뉴스TV (YonhapnewsTV),쌍특검 간호법 본회의 격돌 한미정상회담 엇갈린 평가 앵커 4월 임시국회 마지막 본회의가 열렸습니다. 이른바 쌍특검 법안의 신속처리안건 지정부터 간호법 제정안까지 쟁점 법안들을 두고 여야는 치열한 기싸움을 벌였습니다. 자세한 내용 국회 취재기자 연결해 알아보겠습니다. 장효인 기자. 기자 네 국회입니다. 본회의는 오늘 오후 2시 15분부터 진행되고 있습니다. 회의 초반에는 전세사기 피해 지원 관련 법안이 여야 간 이견이 없었던 만큼 무난히 통과됐습니다. 주택 경매 시 지방세보다 세입자 전세금을 우선 변제하고 사기에 가담한 감정평가사 제재를 강화하는 내용입니다. 이후 여야는 민주당과 정의당이 추진하는 쌍특검 법안 즉 50억 클럽 특검법 과 김건희 여사 주가조작 의혹 특검법 의 처리를 둘러싸고 맞붙었습니다. 국민의힘 의원들이 반발하며 회의장을 나간 상태에서 표결이 이뤄졌는데 두 특검법안은 결국 야당이 주도해 신속처리안건으로 지정됐습니다. 여야는 간호법 제정안과 관련해서도 팽팽히 대치했는데 국민의힘 의원들이 퇴장했지만 수적 우위를 점한 민주당 주도로 가결됐습니다. 국민의힘은 민주당 강행 처리에 맞서 예고한 대로 윤석열 대통령에게 재의요구권 즉 거부권 행사를 건의할 것으로 보입니다. 지난달 국회 과방위에서 야당 주도로 직회부된 방송법 개정안 부의 여부도 마지막 안건으로 다뤄지고 있는 중인데요. 이변 없이 국회 문턱을 넘을 수 있을지 주목됩니다. 앵커 우리 시간으로 오늘 새벽 한미 정상이 발표한 워싱턴 선언 에 대해서도 정치권 반응이 완전히 엇갈린다고요 기자 네 국민의힘은 방미 성과 띄우기에 나섰고 민주당은 빈손 정상회담 이라며 공세를 이어갔습니다. 여야 당 대표의 발언 함께 들어보시겠습니다. 김기현 국민의힘 대표 미국이 전세계 여러 나라 중 하나의 동맹국에 대하여 핵억제를 실현하기 위해 구체적인 플랜을 선언하고 대통령이 약속한 최초의 사례입니다. 이재명 더불어민주당 대표 진영 대결의 허수아비를 자처하면서 중국 러시아 같은 역내 국가를 자극하는 위험천만한 행동이 국익과 외교 안보에 어떤 충격을 일으킬지 . 여당은 전술핵 재배치와 같은 효과를 거뒀다고 치켜세웠지만 야당은 기존의 미국 핵우산 정책과 다를 바 없다고 평가절하했습니다. 경제 분야에서는 세일즈 외교 성과를 강조하는 여당에 맞서 야당은 인플레이션 감축법과 반도체법 관련 이익을 달성하지 못했다고 깎아내렸습니다. 정의당 이정미 대표는 불안정한 한반도 상황 변화의 전기를 마련했느냐는 점에서는 낙제점 이며 경제적으로는 미국 우선주의 가 큰 부담인데 어떤 대책을 얻어냈느냐고 꼬집었습니다. 지금까지 국회에서 전해드렸습니다. . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
266,2023-04-27,UCsU-I-vHLiaMfV_ceaYz5rQ,"간호법·의사면허 박탈법 통과…의협 등 ""연대 총파업 결정"" / JTBC 상암동 클라스",어제 27일 국회 본회의에서는 여야와 이익 단체간 의견이 첨예하게 대립했던 여러 법안이 야당의 주도로 통과됐습니다. 먼저 간호사들의 숙원이던 간호법 제정안과 이른바 의사면허 박탈법 으로 불리는 의료법 개정안부터 볼텐데요. 국민의힘은 추가협의가 필요하단 주장이 받아들여지지 않자 집단 퇴장해 표결에 참여하지 않았고 법안이 통과되자 대한의사협회 등은 연대총파업을 결의했습니다. 기사 전문 . . . . 12124241 시리즈 더 보기 . 3 1 33 19 0 6 852 3 연대총파업 간호법 의사면허 상암동클라스 최연수기자 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . . 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . . 방송사 . .
267,2023-04-27,UChlgI3UHCOnwUGzWzbJ3H5w,[현장영상+] 간호법 표결...찬성 179표·반대 0표·기권 2표로 가결 / YTN,앵커 여야가 민주당 주도로 본회의에 직회부된 간호법 제정안에 대해서도 표결 절차를 밟았습니다. 민주당 의석만으로도 가결이 가능한 만큼 국민의힘은 법안의 본회의 통과 시 윤석열 대통령에게 재의요구권 이른바 거부권 행사를 건의할 수밖에 없다고 엄포를 놓은 상황입니다. 현장으로 가보겠습니다. 김진표 국회의장 재석 181인 찬성 179권 기권 2인으로서 간호법안 대안에 대한 수정안은 가결되었음을 선포합니다. 수정안이 가결되었으므로 원안은 표결하지 않겠습니다. 그러면 간호법안 대안은 수정한 부분은 수정한 대로 기타 부분은 원안대로 가결되었음을 선포합니다. 다음은 의사일정 제20항을 의결할 순서입니다마는 이 안건에 대해 토론 신청이 있으므로 두 분의 토론을 듣도록 하겠습니다. 먼저 전주혜 의원 나오셔서 토론해 주시기 바랍니다. 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0101 202304271813237355 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
268,2023-04-27,UCF4Wxdo3inmxP-Y59wXDsFw,'쌍특검' 패스트트랙 지정 및 ‘간호법·방송법 표결 주목’..국회 본회의 - [끝까지LIVE] MBC 중계방송 2023년 04월 27일,국회는 오늘 오후 4월 임시국회 마지막 본회의를 개최합니다. 이날 본회의에서 더불어민주당이 강행 처리를 예고한 쌍특검 50억 클럽 김건희 여사 특별검사 법안의 패스트트랙 신속처리안건 지정 안건과 간호법 제정안이 통과될지 주목됩니다. 민주당 주도로 본회의에 직회부한 간호법 제정안도 이날 상정돼 표결 절차를 밟을 수 있습니다. 국민의힘은 간호법 제정안의 중재안을 마련해 대한간호협회에 제시했지만 간호협회는 수용할 수 없다는 입장입니다. 민주당은 또 공영방송의 지배구조를 바꾸기 위한 방송법 방송문화진흥법 한국교육방송공사법 개정안과 의료인 자격 요건을 강화하는 의료법 개정안도 본회의에서 처리할 방침입니다. 이와 함께 전세사기 피해 지원을 위한 지방세기본법 개정안과 전세사기에 가담한 감정평가사에 대한 제재를 강화하는 감정평가 감정평가사법 개정안은 여야가 합의한 만큼 본회의에서 통과될 것으로 보입니다. 국회 본회의 패스트트랙 쌍특검 50억클럽 김건희 간호법 간호조무사 의료법 전세사기 감정평가사법
269,2023-04-27,UCG9aFJTZ-lMCHAiO1KJsirg,민주당 단독으로 간호법 국회 통과…'쌍특검'도 패스트트랙 지정 [굿모닝 MBN],앵커멘트 민주당이 국민의힘의 반발에도 간호법 제정안을 단독 처리했습니다. 정의당 등 야권과 함께 이른바 50억 클럽 과 김건희 여사 쌍특검도 신속처리안건으로 지정했습니다. 강세현 기자입니다. 기자 민주당 주도로 직회부된 간호법 제정안이 본회의를 통과했습니다. 인터뷰 김진표 국회의장 간호법안 대안에 대한 수정안은 가결됐음을 선포합니다. 법안 강행처리에 반발한 국민의힘 의원들은 항의의 뜻으로 본회의장에서 퇴장했습니다. 국민의힘에서는 간호사 출신인 최연숙 의원과 김예지 의원만 찬성표를 던졌습니다. 간호사와 간호조무사 등의 업무를 명확히하고 처우 개선에 관한 국가 책무를 규정하는 내용이 담겨 있습니다. 인터뷰 최연숙 국민의힘 의원 간호법은 초고령 사회에 노인과 장애인 등 국민의 존엄한 생명을 돌보기 위한 약자를 위한 법이며 또한 국민의 생명과 안전을 지키기 위한 민생법안입니다. 국민의힘은 민주당의 입법폭주라며 대통령의 재의요구권 행사를 건의할 방침입니다. 인터뷰 윤재옥 국민의힘 원내대표 사회적 갈등과 국민적 피해에 대한 전적인 책임은 법을 강행 처리한 민주당에 있습니다. 이 모든 혼란을 막기 위해서는 대통령께서 재의요구권을 행사할 방법밖에 없음을 . 민주당은 정의당 등과 함께 대장동 50억 클럽 김건희 여사 의혹 등 이른바 쌍특검법을 신속처리안건으로 지정했습니다. 최장 240일 8개월 안에 법안 심사를 마쳐야 해 연말에는 쌍특검법의 본회의 표결이 가능해졌습니다. 민주당은 또 공영방송의 이사 추천권을 노조와 언론단체 등에 부여하는 방송법 개정안을 본회의에 상정하는 안도 단독으로 통과시켰습니다. 국민의힘은 민주당이 이재명 대표 리스크와 돈봉투 의혹을 덮기 위해 정치적 꼼수를 부렸다고 정의당을 향해서는 야당의 방탄 들러리가 됐다며 규탄대회를 열었습니다. 뉴스 강세현입니다. 영상취재 최영구 김재헌 문진웅 한영광 기자 영상편집 김민지 유튜브 구독하기 . 6 유튜브 커뮤니티 . . 1 페이스북 . . 인스타그램 . .
270,2023-04-27,UCTHCOPwqNfZ0uiKOvFyhGwg,민주 새 원내대표에 박광온…간호법 등 통과 '후폭풍' / 연합뉴스TV (YonhapnewsTV),민주 새 원내대표에 박광온 간호법 등 통과 후폭풍 앵커 민주당은 오늘 새 원내사령탑을 선출했습니다. 국회 취재기자 연결해 자세한 소식 들어봅니다. 김수강 기자. 기자 네 국회입니다. 민주당은 오늘 오전 의원총회를 열고 새 원내대표를 선출했는데요. 3선의 박광온 의원이 당선됐습니다. 박 신임 원내대표는 통합 을 키워드로 강조해왔는데 당선 소감 직접 들어보겠습니다. 박광온 민주당 신임 민주당 원내대표 모든 의원님들과 함께 이기는 통합의 길을 가겠습니다. 담대한 변화와 견고한 통합을 반드시 이뤄내도록 하겠습니다. 박 원내대표는 국민이 원하는 방향으로 쇄신하겠다 고도 했습니다. 특히 박 원내대표는 윤석열 정부에 대해 독선 독단 독주의 국정운영을 폐기하시기를 바란다 고 강조했습니다. 앞서 이번 선거엔 박광온 의원을 비롯해 홍익표 김두관 박범계 의원 등 모두 4명이 출사표를 던졌는데요. 1차 투표에서 박광온 의원이 과반 득표하며 결선투표 없이 원내대표 지휘봉을 잡게 됐습니다. 박 원내대표가 마주하게 된 과제는 산적한 상황입니다. 최근 당을 뒤덮은 이른바 돈 봉투 의혹 은 물론 이재명 대표의 사법리스크로 인한 혼란을 수습하고 내년 총선을 승리로 이끌어야 하는 숙제가 놓여있습니다. 앵커 어제 27일 본회의 여파도 지속되는 모습입니다. 민주당 주도로 강행 처리된 쟁점 법안들을 놓고 국민의힘이 반발하는 모양새인데요. 기자 국민의힘 윤재옥 원내대표는 어제 간호법과 의료법 강행처리를 놓고 민주당의 입법폭주 무대가 됐다 고 맹비난했습니다. 윤 원내대표는 간호법 제정안으로 인해 의료대란과 보건위기가 불가피하다 고 우려하며 내년 총선에서 민주당을 꼭 심판해달라 고 촉구했습니다. 화천대유 50억 클럽 뇌물 의혹사건 특검과 김건희 여사 도이치모터스 주가조작 의혹 특검 등 이른바 쌍특검 법안의 신속처리안건 지정에 대해서도 저지 방침을 밝혔습니다. 반면 오늘로서 임기를 마무리하는 민주당 박홍근 전 원내대표는 쌍특검 신속처리안건 지정과 간호법 등 민생 법안 처리까지 마무리하게 돼서 다행 이라는 소회를 밝혔습니다. 그러면서 대통령의 잘못된 리더십과 현 정권의 폭정에 절대 무너지지 않게 당 지도부와 소속 의원들과 함께 끝까지 힘을 보태겠다 고 덧붙였습니다. 지금까지 국회에서 전해드렸습니다. . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
271,2023-04-27,UCRsetXyMdNsR4M9KvA-a_fg,간호법 의결 후 보건의료 재난위기 관심 단계 발령,
